SID,Age,Sex,Language,Location,Experimenter,Coder,Exclude,Exclusion_reason,Knower_level,Task,Trial_number,Task_item,Response,Correct,Mem_check_1,Mem_check_2,Counted,Notes,Exclude_trial,Exclude_trial_reason, , , , , 
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,8,6,6,1,NA,NA,1,,,,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,9,NA,NA,NA,NA,NA,1,,1,no data,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,Highest_count,NA,NA,29,NA,NA,NA,NA,,0,,,,,,
021919-WD,3.991786448,M,English,Northminster,AP,AP,1,Pilot,CP,HC_error,NA,NA,28,NA,NA,NA,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,Training,0,1,1,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,1,1,2,1,0,1,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,2,3,4,1,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,3,5,7,0,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,4,2,3,1,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,5,4,6,0,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,6,3,5,0,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,7,5,7,0,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,8,1,2,1,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,9,2,4,0,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,SF,10,4,6,0,1,,NA,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,4,4,5,0,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,5,3,3,1,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,6,4,4,1,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,7,5,5,1,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,8,6,7,0,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,9,5,9,0,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,10,4,4,1,NA,NA,1,,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,11,5,4,0,NA,NA,1,fixed 5 to 4,,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,Highest_count,NA,NA,10,NA,NA,NA,NA,,0,,,,,,
021919-ZM,4.394250513,M,English,Northminster,AP,AP,1,Pilot,4,HC_error,NA,NA,12,NA,NA,NA,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,Training,0,1,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,1,1,2,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,2,3,4,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,3,5,6,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,4,2,3,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,5,4,5,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,6,3,4,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,7,5,6,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,8,1,2,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,9,2,3,1,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,SF,10,4,6,0,1,,NA,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,8,6,6,1,NA,NA,1,,,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,Highest_count,NA,NA,79,NA,NA,NA,NA,,0,,,,,,
021919-AS,3.986310746,M,English,Northminster,AP,AP,1,Pilot,CP,HC_error,NA,NA,IDK,NA,NA,NA,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,Training,0,1,1,0,0,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,1,1,2,1,0,0,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,2,3,5,0,0,0,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,3,5,7,0,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,4,2,3,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,5,4,5,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,6,3,4,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,7,5,6,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,8,1,2,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,9,2,3,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,SF,10,4,5,1,1,,NA,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,8,6,6,1,NA,NA,1,,,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,Highest_count,NA,NA,20,NA,NA,NA,NA,,0,,,,,,
021919-AY,3.660506502,F,English,Northminster,AP,AP,1,Pilot,CP,HC_error,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,Training,0,1,1,1,,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,1,1,2,1,1,,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,2,3,5,0,1,,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,3,5,6,1,0,0,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,4,2,3,1,0,1,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,5,4,6,0,0,0,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,6,3,5,0,1,,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,7,5,7,0,1,,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,8,1,3,0,1,,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,9,2,4,0,0,0,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,SF,10,4,6,0,0,0,NA,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,4,4,2,0,NA,NA,1,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,5,3,3,1,NA,NA,1,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,6,4,2,0,NA,NA,1,,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,7,3,3,1,NA,NA,1,fixed 2 to 3,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,8,4,2,0,NA,NA,1,uncertain if KL should be 1 or 3,,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,Highest_count,NA,NA,5,NA,NA,NA,NA,,0,,,,,,
021919-PW,3.156741958,F,English,Northminster,AP,AP,1,Pilot,1,HC_error,NA,NA,4,NA,NA,NA,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,Training,0,1,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,1,1,2,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,2,3,4,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,3,5,7,0,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,4,2,3,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,5,4,6,0,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,6,3,4,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,7,5,6,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,8,1,2,1,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,9,2,4,0,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,SF,10,4,6,0,1,,NA,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,1,1,1,1,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,2,2,2,1,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,5,5,10,0,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,6,4,4,1,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,7,5,10,0,NA,NA,1,,,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,Highest_count,NA,NA,14,0,NA,NA,NA,,0,,,,,,
022219-JF,3.118412047,F,English,Northminster,AP,SLu,1,Pilot,4,HC_error,NA,NA,16,NA,NA,NA,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,Training,0,1,1,0,0,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,1,1,2,1,0,1,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,2,3,4,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,3,5,6,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,4,2,3,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,5,4,5,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,6,3,4,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,7,5,6,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,8,1,2,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,9,2,3,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,SF,10,4,5,1,1,,NA,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,3,3,3,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,4,4,4,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,5,5,5,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,6,6,5,0,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,7,5,5,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,8,6,5,0,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,9,5,5,1,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,10,6,7,0,NA,NA,0,,,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,Highest_count,NA,NA,2,NA,NA,NA,NA,,0,,,,,,
022219-EL,3.520876112,M,English,Northminster,AP,SLu,1,Pilot,4,HC_error,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,Training,0,1,1,0,0,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,1,1,2,1,0,1,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,2,3,4,1,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,3,5,7,0,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,4,2,4,0,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,5,4,6,0,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,6,3,4,1,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,7,5,7,0,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,8,1,3,0,0,1,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,9,2,3,1,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,SF,10,4,5,1,1,,NA,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,2,2,4,0,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,3,1,2,0,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,4,1,1,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,5,2,2,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,6,3,5,0,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,7,2,2,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,8,3,3,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,9,4,4,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,10,5,3,0,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,11,4,4,1,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,12,5,4,0,NA,NA,0,,,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Give_N,13,NA,NA,NA,NA,NA,0,,1,no data,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,Highest_count,NA,NA,1,NA,NA,NA,NA,,0,,,,,,
022219-AB,3.890485969,M,English,Northminster,AP,SLu,1,Pilot,4,HC_error,NA,NA,3,NA,NA,NA,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,Training,0,1,1,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,1,1,3,0,0,1,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,2,3,5,0,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,3,5,6,1,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,4,2,3,1,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,5,4,5,1,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,6,3,5,0,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,7,5,6,1,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,8,1,3,0,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,9,2,3,1,1,,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,SF,10,4,6,0,0,1,NA,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,Give_N,1,1,1,1,NA,NA,,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,Give_N,2,2,2,1,NA,NA,,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,Give_N,3,3,3,1,NA,NA,,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,Give_N,4,4,4,1,NA,NA,,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,Give_N,5,5,5,1,NA,NA,,,,,,,,,
022219-A,3.211498973,M,English,Northminster,AP,SJB,1,Pilot,CP,Give_N,6,6,6,1,NA,NA,,,,,,,,,
